id,text,label,scam_category,source,language,timestamp,annotation_confidence,notes
sms-uci-02120,"URGENT! Your mobile No 07xxxxxxxxx won a £2,000 bonus caller prize on 02/06/03! this is the 2nd attempt to reach YOU! call 09066362231 ASAP! BOX97N7QP, 150PPM",scam,,sms,en,,,UCI SMS Spam Collection v.1 (CC BY 4.0) — see data/datasets/README.md for provenance
sms-uci-02121,Usually the body takes care of it buy making sure it doesnt progress. Can we pls continue this talk on saturday.,benign,,sms,en,,,UCI SMS Spam Collection v.1 (CC BY 4.0) — see data/datasets/README.md for provenance
sms-uci-02122,"URGENT!! Your 4* Costa Del Sol Holiday or £5000 await collection. Call 09050090044 Now toClaim. SAE, TC s, POBox334, Stockport, SK38xh, Cost£1.50/pm, Max10mins",scam,,sms,en,,,UCI SMS Spam Collection v.1 (CC BY 4.0) — see data/datasets/README.md for provenance
sms-uci-02123,"Hmm well, night night",benign,,sms,en,,,UCI SMS Spam Collection v.1 (CC BY 4.0) — see data/datasets/README.md for provenance
sms-uci-02124,Just wanted to say holy shit you guys weren't kidding about this bud,benign,,sms,en,,,UCI SMS Spam Collection v.1 (CC BY 4.0) — see data/datasets/README.md for provenance
sms-uci-02125,"Just gettin a bit arty with my collages at the mo, well tryin 2 ne way! Got a roast in a min lovely i shall enjoy that!",benign,,sms,en,,,UCI SMS Spam Collection v.1 (CC BY 4.0) — see data/datasets/README.md for provenance
sms-uci-02126,"This is one of the days you have a billion classes, right?",benign,,sms,en,,,UCI SMS Spam Collection v.1 (CC BY 4.0) — see data/datasets/README.md for provenance
sms-uci-02127,"Goodmorning, today i am late for 2hrs. Because of back pain.",benign,,sms,en,,,UCI SMS Spam Collection v.1 (CC BY 4.0) — see data/datasets/README.md for provenance
sms-uci-02128,Ok then i'll let him noe later n ask him call u tmr...,benign,,sms,en,,,UCI SMS Spam Collection v.1 (CC BY 4.0) — see data/datasets/README.md for provenance
sms-uci-02129,OK i'm waliking ard now... Do u wan me 2 buy anything go ur house?,benign,,sms,en,,,UCI SMS Spam Collection v.1 (CC BY 4.0) — see data/datasets/README.md for provenance
sms-uci-02130,* Will have two more cartons off u and is very pleased with shelves,benign,,sms,en,,,UCI SMS Spam Collection v.1 (CC BY 4.0) — see data/datasets/README.md for provenance
sms-uci-02131,Nice talking to you! please dont forget my pix :) i want to see all of you...,benign,,sms,en,,,UCI SMS Spam Collection v.1 (CC BY 4.0) — see data/datasets/README.md for provenance
sms-uci-02132,You have WON a guaranteed £1000 cash or a £2000 prize. To claim yr prize call our customer service representative on 08714712379 between 10am-7pm Cost 10p,scam,,sms,en,,,UCI SMS Spam Collection v.1 (CC BY 4.0) — see data/datasets/README.md for provenance
sms-uci-02133,But really quite funny lor wat... Then u shd haf run shorter distance wat...,benign,,sms,en,,,UCI SMS Spam Collection v.1 (CC BY 4.0) — see data/datasets/README.md for provenance
sms-uci-02134,I notice you like looking in the shit mirror youre turning into a right freak,benign,,sms,en,,,UCI SMS Spam Collection v.1 (CC BY 4.0) — see data/datasets/README.md for provenance
sms-uci-02135,Great. I was getting worried about you. Just know that a wonderful and caring person like you will have only the best in life. Know that u r wonderful and God's love is yours.,benign,,sms,en,,,UCI SMS Spam Collection v.1 (CC BY 4.0) — see data/datasets/README.md for provenance
sms-uci-02136,"Thanks for your ringtone order, ref number K718. Your mobile will be charged £4.50. Should your tone not arrive please call customer services on 09065069120",scam,,sms,en,,,UCI SMS Spam Collection v.1 (CC BY 4.0) — see data/datasets/README.md for provenance
sms-uci-02137,"I prefer my free days... Tues, wed, fri oso can... Ü ask those workin lor...",benign,,sms,en,,,UCI SMS Spam Collection v.1 (CC BY 4.0) — see data/datasets/README.md for provenance
sms-uci-02138,Alrite jod hows the revision goin? Keris bin doin a smidgin. N e way u wanna cum over after college?xx,benign,,sms,en,,,UCI SMS Spam Collection v.1 (CC BY 4.0) — see data/datasets/README.md for provenance
sms-uci-02139,If you have belive me. Come to my home.,benign,,sms,en,,,UCI SMS Spam Collection v.1 (CC BY 4.0) — see data/datasets/README.md for provenance
sms-uci-02140,Oh k.k..where did you take test?,benign,,sms,en,,,UCI SMS Spam Collection v.1 (CC BY 4.0) — see data/datasets/README.md for provenance
sms-uci-02141,Those were my exact intentions,benign,,sms,en,,,UCI SMS Spam Collection v.1 (CC BY 4.0) — see data/datasets/README.md for provenance
sms-uci-02142,haha but no money leh... Later got to go for tuition... Haha and looking for empty slots for driving lessons,benign,,sms,en,,,UCI SMS Spam Collection v.1 (CC BY 4.0) — see data/datasets/README.md for provenance
sms-uci-02143,"Hey... Thk we juz go accordin to wat we discussed yest lor, except no kb on sun... Cos there's nt much lesson to go if we attend kb on sat...",benign,,sms,en,,,UCI SMS Spam Collection v.1 (CC BY 4.0) — see data/datasets/README.md for provenance
sms-uci-02144,"K, wen ur free come to my home and also tel vikky i hav sent mail to him also.. Better come evening il be free today aftr 6pm..:-)",benign,,sms,en,,,UCI SMS Spam Collection v.1 (CC BY 4.0) — see data/datasets/README.md for provenance
sms-uci-02145,Nothing just getting msgs by dis name wit different no's..,benign,,sms,en,,,UCI SMS Spam Collection v.1 (CC BY 4.0) — see data/datasets/README.md for provenance
sms-uci-02146,What's your room number again? Wanna make sure I'm knocking on the right door,benign,,sms,en,,,UCI SMS Spam Collection v.1 (CC BY 4.0) — see data/datasets/README.md for provenance
sms-uci-02147,"""Si.como no?!listened2the plaid album-quite gd&the new air1 which is hilarious-also boughtbraindancea comp.ofstuff on aphexs ;abel,u hav2hear it!c u sn xxxx""",benign,,sms,en,,,UCI SMS Spam Collection v.1 (CC BY 4.0) — see data/datasets/README.md for provenance
sms-uci-02148,Pls tell nelson that the bb's are no longer comin. The money i was expecting aint coming,benign,,sms,en,,,UCI SMS Spam Collection v.1 (CC BY 4.0) — see data/datasets/README.md for provenance
sms-uci-02149,"Give her something to drink, if she takes it and doesn't vomit then you her temp might drop. If she unmits however let me know.",benign,,sms,en,,,UCI SMS Spam Collection v.1 (CC BY 4.0) — see data/datasets/README.md for provenance
sms-uci-02150,Think you sent the text to the home phone. That cant display texts. If you still want to send it his number is,benign,,sms,en,,,UCI SMS Spam Collection v.1 (CC BY 4.0) — see data/datasets/README.md for provenance
sms-uci-02151,Every day i use to sleep after  &lt;#&gt;  so only.,benign,,sms,en,,,UCI SMS Spam Collection v.1 (CC BY 4.0) — see data/datasets/README.md for provenance
sms-uci-02152,K I'll call you when I'm close,benign,,sms,en,,,UCI SMS Spam Collection v.1 (CC BY 4.0) — see data/datasets/README.md for provenance
sms-uci-02153,U buy newspapers already?,benign,,sms,en,,,UCI SMS Spam Collection v.1 (CC BY 4.0) — see data/datasets/README.md for provenance
sms-uci-02154,Nope wif my sis lor... Aft bathing my dog then i can bathe... Looks like it's going 2 rain soon.,benign,,sms,en,,,UCI SMS Spam Collection v.1 (CC BY 4.0) — see data/datasets/README.md for provenance
sms-uci-02155,Boo I'm on my way to my moms. She's making tortilla soup. Yummmm,benign,,sms,en,,,UCI SMS Spam Collection v.1 (CC BY 4.0) — see data/datasets/README.md for provenance
sms-uci-02156,No management puzzeles.,benign,,sms,en,,,UCI SMS Spam Collection v.1 (CC BY 4.0) — see data/datasets/README.md for provenance
sms-uci-02157,How did you find out in a way that didn't include all of these details,benign,,sms,en,,,UCI SMS Spam Collection v.1 (CC BY 4.0) — see data/datasets/README.md for provenance
sms-uci-02158,"Hi ya babe x u 4goten bout me?' scammers getting smart..Though this is a regular vodafone no, if you respond you get further prem rate msg/subscription. Other nos used also. Beware!",scam,,sms,en,,,UCI SMS Spam Collection v.1 (CC BY 4.0) — see data/datasets/README.md for provenance
sms-uci-02159,Back 2 work 2morro half term over! Can U C me 2nite 4 some sexy passion B4 I have 2 go back? Chat NOW 09099726481 Luv DENA Calls £1/minMobsmoreLKPOBOX177HP51FL,scam,,sms,en,,,UCI SMS Spam Collection v.1 (CC BY 4.0) — see data/datasets/README.md for provenance
sms-uci-02160,will you like to be spoiled? :),benign,,sms,en,,,UCI SMS Spam Collection v.1 (CC BY 4.0) — see data/datasets/README.md for provenance
sms-uci-02161,"Thanks for your ringtone order, ref number R836. Your mobile will be charged £4.50. Should your tone not arrive please call customer services on 09065069154",scam,,sms,en,,,UCI SMS Spam Collection v.1 (CC BY 4.0) — see data/datasets/README.md for provenance
sms-uci-02162,I am getting threats from your sales executive Shifad as i raised complaint against him. Its an official message.,benign,,sms,en,,,UCI SMS Spam Collection v.1 (CC BY 4.0) — see data/datasets/README.md for provenance
sms-uci-02163,hope things went well at 'doctors' ;) reminds me i still need 2go.did u c d little thing i left in the lounge?,benign,,sms,en,,,UCI SMS Spam Collection v.1 (CC BY 4.0) — see data/datasets/README.md for provenance
sms-uci-02164,Den wat will e schedule b lk on sun?,benign,,sms,en,,,UCI SMS Spam Collection v.1 (CC BY 4.0) — see data/datasets/README.md for provenance
sms-uci-02165,Lol enjoy role playing much?,benign,,sms,en,,,UCI SMS Spam Collection v.1 (CC BY 4.0) — see data/datasets/README.md for provenance
sms-uci-02166,Ok. Me watching tv too.,benign,,sms,en,,,UCI SMS Spam Collection v.1 (CC BY 4.0) — see data/datasets/README.md for provenance
sms-uci-02167,"I just lov this line: ""Hurt me with the truth, I don't mind,i wil tolerat.bcs ur my someone..... But, Never comfort me with a lie"" gud ni8 and sweet dreams",benign,,sms,en,,,UCI SMS Spam Collection v.1 (CC BY 4.0) — see data/datasets/README.md for provenance
sms-uci-02168,"Just checked out, heading out to drop off my stuff now",benign,,sms,en,,,UCI SMS Spam Collection v.1 (CC BY 4.0) — see data/datasets/README.md for provenance
sms-uci-02169,Here got lots of hair dresser fr china.,benign,,sms,en,,,UCI SMS Spam Collection v.1 (CC BY 4.0) — see data/datasets/README.md for provenance
sms-uci-02170,Sad story of a Man - Last week was my b'day. My Wife did'nt wish me. My Parents forgot n so did my Kids . I went to work. Even my Colleagues did not wish.,benign,,sms,en,,,UCI SMS Spam Collection v.1 (CC BY 4.0) — see data/datasets/README.md for provenance
sms-uci-02171,Ill call you evening ill some ideas.,benign,,sms,en,,,UCI SMS Spam Collection v.1 (CC BY 4.0) — see data/datasets/README.md for provenance
sms-uci-02172,SplashMobile: Choose from 1000s of gr8 tones each wk! This is a subscrition service with weekly tones costing 300p. U have one credit - kick back and ENJOY,scam,,sms,en,,,UCI SMS Spam Collection v.1 (CC BY 4.0) — see data/datasets/README.md for provenance
sms-uci-02173,Did you show him and wot did he say or could u not c him 4 dust?,benign,,sms,en,,,UCI SMS Spam Collection v.1 (CC BY 4.0) — see data/datasets/README.md for provenance
sms-uci-02174,It should take about  &lt;#&gt;  min,benign,,sms,en,,,UCI SMS Spam Collection v.1 (CC BY 4.0) — see data/datasets/README.md for provenance
sms-uci-02175,Not heard from U4 a while. Call 4 rude chat private line 01223585334 to cum. Wan 2C pics of me gettin shagged then text PIX to 8552. 2End send STOP 8552 SAM xxx,scam,,sms,en,,,UCI SMS Spam Collection v.1 (CC BY 4.0) — see data/datasets/README.md for provenance
sms-uci-02176,<Forwarded from 88877>FREE entry into our £250 weekly comp just send the word ENTER to 88877 NOW. 18 T&C www.textcomp.com,scam,,sms,en,,,UCI SMS Spam Collection v.1 (CC BY 4.0) — see data/datasets/README.md for provenance
sms-uci-02177,Finish liao... U?,benign,,sms,en,,,UCI SMS Spam Collection v.1 (CC BY 4.0) — see data/datasets/README.md for provenance
sms-uci-02178,88066 FROM 88066 LOST 3POUND HELP,scam,,sms,en,,,UCI SMS Spam Collection v.1 (CC BY 4.0) — see data/datasets/README.md for provenance
sms-uci-02179,Haha i think i did too,benign,,sms,en,,,UCI SMS Spam Collection v.1 (CC BY 4.0) — see data/datasets/README.md for provenance
sms-uci-02180,U know we watchin at lido?,benign,,sms,en,,,UCI SMS Spam Collection v.1 (CC BY 4.0) — see data/datasets/README.md for provenance
sms-uci-02181,Life spend with someone for a lifetime may be meaningless but a few moments spent with someone who really love you means more than life itself..,benign,,sms,en,,,UCI SMS Spam Collection v.1 (CC BY 4.0) — see data/datasets/README.md for provenance
sms-uci-02182,"Haha awesome, I've been to 4u a couple times. Who all's coming?",benign,,sms,en,,,UCI SMS Spam Collection v.1 (CC BY 4.0) — see data/datasets/README.md for provenance
sms-uci-02183,Cold. Dont be sad dear,benign,,sms,en,,,UCI SMS Spam Collection v.1 (CC BY 4.0) — see data/datasets/README.md for provenance
sms-uci-02184,Think I could stop by in like an hour or so? My roommate's looking to stock up for a trip,benign,,sms,en,,,UCI SMS Spam Collection v.1 (CC BY 4.0) — see data/datasets/README.md for provenance
sms-uci-02185,Is that on the telly? No its Brdget Jones!,benign,,sms,en,,,UCI SMS Spam Collection v.1 (CC BY 4.0) — see data/datasets/README.md for provenance
sms-uci-02186,Hello! How r u? Im bored. Inever thought id get bored with the tv but I am. Tell me something exciting has happened there? Anything! =/,benign,,sms,en,,,UCI SMS Spam Collection v.1 (CC BY 4.0) — see data/datasets/README.md for provenance
sms-uci-02187,Hmm...Bad news...Hype park plaza $700 studio taken...Only left 2 bedrm-$900...,benign,,sms,en,,,UCI SMS Spam Collection v.1 (CC BY 4.0) — see data/datasets/README.md for provenance
sms-uci-02188,"Sorry, I'll call later in meeting",benign,,sms,en,,,UCI SMS Spam Collection v.1 (CC BY 4.0) — see data/datasets/README.md for provenance
sms-uci-02189,R ü comin back for dinner?,benign,,sms,en,,,UCI SMS Spam Collection v.1 (CC BY 4.0) — see data/datasets/README.md for provenance
sms-uci-02190,"I hav almost reached. Call, i m unable to connect u.",benign,,sms,en,,,UCI SMS Spam Collection v.1 (CC BY 4.0) — see data/datasets/README.md for provenance
sms-uci-02191,Whom you waited for yesterday,benign,,sms,en,,,UCI SMS Spam Collection v.1 (CC BY 4.0) — see data/datasets/README.md for provenance
sms-uci-02192,I reach home safe n sound liao...,benign,,sms,en,,,UCI SMS Spam Collection v.1 (CC BY 4.0) — see data/datasets/README.md for provenance
sms-uci-02193,"Velly good, yes please!",benign,,sms,en,,,UCI SMS Spam Collection v.1 (CC BY 4.0) — see data/datasets/README.md for provenance
sms-uci-02194,"Hi, wkend ok but journey terrible. Wk not good as have huge back log of marking to do",benign,,sms,en,,,UCI SMS Spam Collection v.1 (CC BY 4.0) — see data/datasets/README.md for provenance
sms-uci-02195,I have had two more letters from . I will copy them for you cos one has a message for you. Speak soon,benign,,sms,en,,,UCI SMS Spam Collection v.1 (CC BY 4.0) — see data/datasets/README.md for provenance
sms-uci-02196,Alex knows a guy who sells mids but he's down in south tampa and I don't think I could set it up before like 8,benign,,sms,en,,,UCI SMS Spam Collection v.1 (CC BY 4.0) — see data/datasets/README.md for provenance
sms-uci-02197,Dont you have message offer,benign,,sms,en,,,UCI SMS Spam Collection v.1 (CC BY 4.0) — see data/datasets/README.md for provenance
sms-uci-02198,Had your mobile 11mths ? Update for FREE to Oranges latest colour camera mobiles & unlimited weekend calls. Call Mobile Upd8 on freefone 08000839402 or 2StopTx,scam,,sms,en,,,UCI SMS Spam Collection v.1 (CC BY 4.0) — see data/datasets/README.md for provenance
sms-uci-02199,"HEY THERE BABE, HOW U DOIN? WOT U UP 2 2NITE LOVE ANNIE X.",benign,,sms,en,,,UCI SMS Spam Collection v.1 (CC BY 4.0) — see data/datasets/README.md for provenance
sms-uci-02200,Remind me how to get there and I shall do so,benign,,sms,en,,,UCI SMS Spam Collection v.1 (CC BY 4.0) — see data/datasets/README.md for provenance
sms-uci-02201,:-( that's not v romantic!,benign,,sms,en,,,UCI SMS Spam Collection v.1 (CC BY 4.0) — see data/datasets/README.md for provenance
sms-uci-02202,Hello. Damn this christmas thing. I think i have decided to keep this mp3 that doesnt work.,benign,,sms,en,,,UCI SMS Spam Collection v.1 (CC BY 4.0) — see data/datasets/README.md for provenance
sms-uci-02203,You have 1 new message. Please call 08718738034.,scam,,sms,en,,,UCI SMS Spam Collection v.1 (CC BY 4.0) — see data/datasets/README.md for provenance
sms-uci-02204,HI DARLIN IM MISSIN U HOPE YOU ARE HAVING A GOOD TIME. WHEN ARE U BACK AND WHAT TIME IF U CAN GIVE ME A CALL AT HOME. JESS XX,benign,,sms,en,,,UCI SMS Spam Collection v.1 (CC BY 4.0) — see data/datasets/README.md for provenance
sms-uci-02205,<Forwarded from 21870000>Hi - this is your Mailbox Messaging SMS alert. You have 4 messages. You have 21 matches. Please call back on 09056242159 to retrieve your messages and matches,scam,,sms,en,,,UCI SMS Spam Collection v.1 (CC BY 4.0) — see data/datasets/README.md for provenance
sms-uci-02206,Draw va?i dont think so:),benign,,sms,en,,,UCI SMS Spam Collection v.1 (CC BY 4.0) — see data/datasets/README.md for provenance
sms-uci-02207,Dont pick up d call when something important is There to tell. Hrishi,benign,,sms,en,,,UCI SMS Spam Collection v.1 (CC BY 4.0) — see data/datasets/README.md for provenance
sms-uci-02208,Nothin comes to my mind. Ü help me buy hanger lor. Ur laptop not heavy?,benign,,sms,en,,,UCI SMS Spam Collection v.1 (CC BY 4.0) — see data/datasets/README.md for provenance
sms-uci-02209,"&lt;#&gt; , that's all? Guess that's easy enough",benign,,sms,en,,,UCI SMS Spam Collection v.1 (CC BY 4.0) — see data/datasets/README.md for provenance
sms-uci-02210,We can make a baby in yo tho,benign,,sms,en,,,UCI SMS Spam Collection v.1 (CC BY 4.0) — see data/datasets/README.md for provenance
sms-uci-02211,Should I tell my friend not to come round til like  &lt;#&gt; ish?,benign,,sms,en,,,UCI SMS Spam Collection v.1 (CC BY 4.0) — see data/datasets/README.md for provenance
sms-uci-02212,Friendship poem: Dear O Dear U R Not Near But I Can Hear Dont Get Fear Live With Cheer No More Tear U R Always my Dear. Gud ni8,benign,,sms,en,,,UCI SMS Spam Collection v.1 (CC BY 4.0) — see data/datasets/README.md for provenance
sms-uci-02213,Still in the area of the restaurant. Ill try to come back soon,benign,,sms,en,,,UCI SMS Spam Collection v.1 (CC BY 4.0) — see data/datasets/README.md for provenance
sms-uci-02214,"Aight that'll work, thanks",benign,,sms,en,,,UCI SMS Spam Collection v.1 (CC BY 4.0) — see data/datasets/README.md for provenance
sms-uci-02215,Moby Pub Quiz.Win a £100 High Street prize if u know who the new Duchess of Cornwall will be? Txt her first name to 82277.unsub STOP £1.50 008704050406 SP Arrow,scam,,sms,en,,,UCI SMS Spam Collection v.1 (CC BY 4.0) — see data/datasets/README.md for provenance
sms-uci-02216,"I have 2 sleeping bags, 1 blanket and paper and  phone details. Anything else?",benign,,sms,en,,,UCI SMS Spam Collection v.1 (CC BY 4.0) — see data/datasets/README.md for provenance
sms-uci-02217,"Congratulations! Thanks to a good friend U have WON the £2,000 Xmas prize. 2 claim is easy, just call 08718726971 NOW! Only 10p per minute. BT-national-rate.",scam,,sms,en,,,UCI SMS Spam Collection v.1 (CC BY 4.0) — see data/datasets/README.md for provenance
sms-uci-02218,"tddnewsletter@emc1.co.uk (More games from TheDailyDraw) Dear Helen, Dozens of Free Games - with great prizesWith..",scam,,sms,en,,,UCI SMS Spam Collection v.1 (CC BY 4.0) — see data/datasets/README.md for provenance
sms-uci-02219,So what do you guys do.,benign,,sms,en,,,UCI SMS Spam Collection v.1 (CC BY 4.0) — see data/datasets/README.md for provenance
sms-uci-02220,Also that chat was awesome but don't make it regular unless you can see her in person,benign,,sms,en,,,UCI SMS Spam Collection v.1 (CC BY 4.0) — see data/datasets/README.md for provenance
sms-uci-02221,That's significant but dont worry.,benign,,sms,en,,,UCI SMS Spam Collection v.1 (CC BY 4.0) — see data/datasets/README.md for provenance
sms-uci-02222,That's cause your old. I live to be high.,benign,,sms,en,,,UCI SMS Spam Collection v.1 (CC BY 4.0) — see data/datasets/README.md for provenance
sms-uci-02223,"Waqt se pehle or naseeb se zyada kisi ko kuch nahi milta,Zindgi wo nahi he jo hum sochte hai Zindgi wo hai jo ham jeetey hai..........",benign,,sms,en,,,UCI SMS Spam Collection v.1 (CC BY 4.0) — see data/datasets/README.md for provenance
sms-uci-02224,On the way to office da..,benign,,sms,en,,,UCI SMS Spam Collection v.1 (CC BY 4.0) — see data/datasets/README.md for provenance
sms-uci-02225,In which place do you want da.,benign,,sms,en,,,UCI SMS Spam Collection v.1 (CC BY 4.0) — see data/datasets/README.md for provenance
sms-uci-02226,This pain couldn't have come at a worse time.,benign,,sms,en,,,UCI SMS Spam Collection v.1 (CC BY 4.0) — see data/datasets/README.md for provenance
sms-uci-02227,Should I be stalking u?,benign,,sms,en,,,UCI SMS Spam Collection v.1 (CC BY 4.0) — see data/datasets/README.md for provenance
sms-uci-02228,Sorry dude. Dont know how i forgot. Even after Dan reminded me. Sorry. Hope you guys had fun.,benign,,sms,en,,,UCI SMS Spam Collection v.1 (CC BY 4.0) — see data/datasets/README.md for provenance
sms-uci-02229,Ok lor.,benign,,sms,en,,,UCI SMS Spam Collection v.1 (CC BY 4.0) — see data/datasets/README.md for provenance
sms-uci-02230,Apps class varaya elaya.,benign,,sms,en,,,UCI SMS Spam Collection v.1 (CC BY 4.0) — see data/datasets/README.md for provenance
sms-uci-02231,"URGENT! Your mobile number *************** WON a £2000 Bonus Caller prize on 10/06/03! This is the 2nd attempt to reach you! Call 09066368753 ASAP! Box 97N7QP, 150ppm",scam,,sms,en,,,UCI SMS Spam Collection v.1 (CC BY 4.0) — see data/datasets/README.md for provenance
sms-uci-02232,That day you asked about anand number. Why:-),benign,,sms,en,,,UCI SMS Spam Collection v.1 (CC BY 4.0) — see data/datasets/README.md for provenance
sms-uci-02233,Am surfing online store. For offers do you want to buy any thing.,benign,,sms,en,,,UCI SMS Spam Collection v.1 (CC BY 4.0) — see data/datasets/README.md for provenance
sms-uci-02234,Long beach lor. Expected... U having dinner now?,benign,,sms,en,,,UCI SMS Spam Collection v.1 (CC BY 4.0) — see data/datasets/README.md for provenance
sms-uci-02235,At home by the way,benign,,sms,en,,,UCI SMS Spam Collection v.1 (CC BY 4.0) — see data/datasets/README.md for provenance
sms-uci-02236,We are both fine. Thanks,benign,,sms,en,,,UCI SMS Spam Collection v.1 (CC BY 4.0) — see data/datasets/README.md for provenance
sms-uci-02237,What happen to her tell the truth,benign,,sms,en,,,UCI SMS Spam Collection v.1 (CC BY 4.0) — see data/datasets/README.md for provenance
sms-uci-02238,Do you like Italian food?,benign,,sms,en,,,UCI SMS Spam Collection v.1 (CC BY 4.0) — see data/datasets/README.md for provenance
sms-uci-02239,Which is weird because I know I had it at one point,benign,,sms,en,,,UCI SMS Spam Collection v.1 (CC BY 4.0) — see data/datasets/README.md for provenance
sms-uci-02240,"""Aww you must be nearly dead!Well Jez isComing over toDo some workAnd that whillTake forever!""",benign,,sms,en,,,UCI SMS Spam Collection v.1 (CC BY 4.0) — see data/datasets/README.md for provenance
sms-uci-02241,Tell your friends what you plan to do on Valentines day @ &lt;URL&gt;,benign,,sms,en,,,UCI SMS Spam Collection v.1 (CC BY 4.0) — see data/datasets/README.md for provenance
sms-uci-02242,"Alright, see you in a bit",benign,,sms,en,,,UCI SMS Spam Collection v.1 (CC BY 4.0) — see data/datasets/README.md for provenance
sms-uci-02243,Cheers for the message Zogtorius. Ive been staring at my phone for an age deciding whether to text or not.,benign,,sms,en,,,UCI SMS Spam Collection v.1 (CC BY 4.0) — see data/datasets/README.md for provenance
sms-uci-02244,I will take care of financial problem.i will help:),benign,,sms,en,,,UCI SMS Spam Collection v.1 (CC BY 4.0) — see data/datasets/README.md for provenance
sms-uci-02245,Tell dear what happen to you. Why you talking to me like an alian,benign,,sms,en,,,UCI SMS Spam Collection v.1 (CC BY 4.0) — see data/datasets/README.md for provenance
sms-uci-02246,Double your mins & txts on Orange or 1/2 price linerental - Motorola and SonyEricsson with B/Tooth FREE-Nokia FREE Call MobileUpd8 on 08000839402 or2optout/HV9D,scam,,sms,en,,,UCI SMS Spam Collection v.1 (CC BY 4.0) — see data/datasets/README.md for provenance
sms-uci-02247,"Hi this is yijue, can i meet u at 11 tmr?",benign,,sms,en,,,UCI SMS Spam Collection v.1 (CC BY 4.0) — see data/datasets/README.md for provenance
sms-uci-02248,Its posible dnt live in  &lt;#&gt; century cm frwd n thnk different,benign,,sms,en,,,UCI SMS Spam Collection v.1 (CC BY 4.0) — see data/datasets/README.md for provenance
sms-uci-02249,But i dint slept in afternoon.,benign,,sms,en,,,UCI SMS Spam Collection v.1 (CC BY 4.0) — see data/datasets/README.md for provenance
sms-uci-02250,That seems unnecessarily affectionate,benign,,sms,en,,,UCI SMS Spam Collection v.1 (CC BY 4.0) — see data/datasets/README.md for provenance
sms-uci-02251,Yar else i'll thk of all sorts of funny things.,benign,,sms,en,,,UCI SMS Spam Collection v.1 (CC BY 4.0) — see data/datasets/README.md for provenance
sms-uci-02252,"Download as many ringtones as u like no restrictions, 1000s 2 choose. U can even send 2 yr buddys. Txt Sir to 80082 £3",scam,,sms,en,,,UCI SMS Spam Collection v.1 (CC BY 4.0) — see data/datasets/README.md for provenance
sms-uci-02253,Thats cool. How was your day?,benign,,sms,en,,,UCI SMS Spam Collection v.1 (CC BY 4.0) — see data/datasets/README.md for provenance
sms-uci-02254,Please CALL 08712402902 immediately as there is an urgent message waiting for you.,scam,,sms,en,,,UCI SMS Spam Collection v.1 (CC BY 4.0) — see data/datasets/README.md for provenance
sms-uci-02255,R we going with the  &lt;#&gt;  bus?,benign,,sms,en,,,UCI SMS Spam Collection v.1 (CC BY 4.0) — see data/datasets/README.md for provenance
sms-uci-02256,"Hello, my love ! How went your day ? Are you alright ? I think of you, my sweet and send a jolt to your heart to remind you ... I LOVE YOU! Can you hear it ? I screamed it across the sea for all the world to hear. Ahmad al Hallaq is loved ! and owned ! *possessive passionate kiss*",benign,,sms,en,,,UCI SMS Spam Collection v.1 (CC BY 4.0) — see data/datasets/README.md for provenance
sms-uci-02257,No..he joined today itself.,benign,,sms,en,,,UCI SMS Spam Collection v.1 (CC BY 4.0) — see data/datasets/README.md for provenance
sms-uci-02258,Okay same with me. Well thanks for the clarification,benign,,sms,en,,,UCI SMS Spam Collection v.1 (CC BY 4.0) — see data/datasets/README.md for provenance
sms-uci-02259,I'll talk to the others and probably just come early tomorrow then,benign,,sms,en,,,UCI SMS Spam Collection v.1 (CC BY 4.0) — see data/datasets/README.md for provenance
sms-uci-02260,"Spook up your mob with a Halloween collection of a logo & pic message plus a free eerie tone, txt CARD SPOOK to 8007 zed 08701417012150p per logo/pic",scam,,sms,en,,,UCI SMS Spam Collection v.1 (CC BY 4.0) — see data/datasets/README.md for provenance
sms-uci-02261,"Had the money issue weigh me down but thanks to you, I can breathe easier now. I.ll make sure you dont regret it. Thanks.",benign,,sms,en,,,UCI SMS Spam Collection v.1 (CC BY 4.0) — see data/datasets/README.md for provenance
sms-uci-02262,Hi. I'm sorry i missed your call. Can you pls call back.,benign,,sms,en,,,UCI SMS Spam Collection v.1 (CC BY 4.0) — see data/datasets/README.md for provenance
sms-uci-02263,"Fantasy Football is back on your TV. Go to Sky Gamestar on Sky Active and play £250k Dream Team. Scoring starts on Saturday, so register now!SKY OPT OUT to 88088",scam,,sms,en,,,UCI SMS Spam Collection v.1 (CC BY 4.0) — see data/datasets/README.md for provenance
sms-uci-02264,Ok then no need to tell me anything i am going to sleep good night,benign,,sms,en,,,UCI SMS Spam Collection v.1 (CC BY 4.0) — see data/datasets/README.md for provenance
sms-uci-02265,Ok try to do week end course in coimbatore.,benign,,sms,en,,,UCI SMS Spam Collection v.1 (CC BY 4.0) — see data/datasets/README.md for provenance
sms-uci-02266,Tone Club: Your subs has now expired 2 re-sub reply MONOC 4 monos or POLYC 4 polys 1 weekly @ 150p per week Txt STOP 2 stop This msg free Stream 0871212025016,scam,,sms,en,,,UCI SMS Spam Collection v.1 (CC BY 4.0) — see data/datasets/README.md for provenance
